instance,disjunctive terms,restart,root gap closed,additional root gap closed,iterations
23588,8,20,1.88456111141613e-12,0.0,1
neos-1430701,8,0,7.80576663874759e-09,-77.9999993911699,1
neos-1430701,8,1,7.803691853975366e-09,-2.0747847722249505e-12,2
neos-1430701,8,2,7.80576663874759e-09,2.0747847722249505e-12,1
neos-1430701,8,3,7.803691853975366e-09,-2.0747847722249505e-12,2
neos-1430701,8,4,7.80576663874759e-09,2.0747847722249505e-12,1
neos-1430701,8,5,7.805979801566654e-09,2.1316281906374266e-13,2
neos-1430701,8,6,7.80576663874759e-09,-2.1316281906374266e-13,1
neos-1430701,8,7,7.803691853975366e-09,-2.0747847722249505e-12,2
neos-1430701,8,8,7.80576663874759e-09,2.0747847722249505e-12,1
neos-1430701,8,9,7.805510843364714e-09,-2.5579538287682207e-13,4
neos-1430701,8,10,7.80576663874759e-09,2.5579538287682207e-13,1
neos-1430701,8,11,7.805510843364714e-09,-2.5579538287682207e-13,3
neos-1430701,8,12,7.805525054219318e-09,1.4210854604359802e-14,2
neos-1430701,8,13,7.80549663251011e-09,-2.8421709208719603e-14,3
neos-1430701,8,14,7.805411367382483e-09,-8.526512762615881e-14,8
neos-2652786-brda,8,0,0.0,0.0,1
neos-2652786-brda,8,1,0.0,0.0,2
neos-2652786-brda,8,2,0.0,0.0,2
neos-2652786-brda,8,3,0.0,0.0,1
neos-2652786-brda,8,4,0.0,0.0,3
neos-2652786-brda,8,5,0.0,0.0,4
neos-2652786-brda,8,6,0.0,0.0,5
neos-2652786-brda,8,7,0.0,0.0,3
neos-2652786-brda,8,8,0.0,0.0,10
prod1,8,0,3.2297397080004387e-16,-2.272727272727266,1
prod1,8,1,6.782453386800921e-15,6.4594794160008774e-15,2
prod1,8,2,8.39732324080114e-15,1.6148698540002192e-15,2
prod1,8,3,3.2297397080004387e-16,-8.074349270001097e-15,1
prod1,8,4,3.2297397080004387e-16,0.0,2
prod1,8,5,3.2297397080004387e-16,0.0,1
prod1,8,6,3.2297397080004387e-16,0.0,2
prod1,8,7,5.167583532800702e-15,4.844609562000658e-15,4
prod1,8,8,2.9067657372003946e-15,-2.2608177956003073e-15,3
prod1,8,9,3.2297397080004387e-15,3.2297397080004407e-16,2
prod1,8,10,2.583791766400351e-15,-6.459479416000877e-16,2
prod1,8,11,2.260817795600307e-15,-3.2297397080004407e-16,2
prod1,8,12,9.366245153201273e-15,7.1054273576009656e-15,3
prod1,8,13,7.105427357600965e-15,-2.260817795600308e-15,2
prod1,8,14,2.583791766400351e-15,-4.521635591200614e-15,2
prod1,8,15,2.583791766400351e-15,0.0,3
prod1,8,16,3.8756876496005265e-15,1.2918958832001755e-15,2
prod1,8,17,8.720297211601184e-15,4.8446095620006575e-15,2
rout,8,0,2.196618359722986e-12,-10.260274381569442,1
rout,8,1,2.2013703734811754e-12,4.752013758189276e-15,6
rout,8,2,2.2084983941184595e-12,7.128020637284116e-15,10
rout,8,3,2.0801940226473494e-12,-1.2830437147111005e-13,10
gt2,8,0,9.631068313034882e-14,-1.7467739686899282,1
gt2,8,1,9.631068313034882e-14,0.0,1
gt2,8,2,0.015215549439667044,0.015215549439570734,2
gt2,8,3,0.01781129854452098,0.002595749104853936,5
gt2,8,4,0.009870675759694783,-0.007940622784826197,8
gt2,8,5,0.03415149692849461,0.02428082116879983,18
gt2,8,6,0.04464131284836378,0.010489815919869167,20
gt2,8,7,0.027828940717073196,-0.01681237213129058,7
gt2,8,8,0.09475792023297719,0.06692897951590399,20
gt2,8,9,0.0623421809687389,-0.03241573926423829,16
gt2,8,10,0.024520826254353967,-0.03782135471438493,10
gt2,8,11,0.07555455334820912,0.05103372709385516,20
gt2,8,12,0.10849081264368805,0.03293625929547893,20
gt2,8,13,0.25787125326735055,0.1493804406236625,20
r50x360,8,0,0.017320279312864263,-0.48954402085581705,1
r50x360,8,1,0.017320279312864263,0.0,1
r50x360,8,2,0.03160355323339674,0.014283273920532476,2
r50x360,8,3,0.017320279312864263,-0.014283273920532476,1
r50x360,8,4,0.055724336244665135,0.03840405693180087,2
r50x360,8,5,0.017320279312864263,-0.03840405693180087,1
r50x360,8,6,0.05579079898306834,0.038470519670204074,2
r50x360,8,7,0.017320279312864263,-0.038470519670204074,1
r50x360,8,8,0.055790666831201645,0.03847038751833738,2
r50x360,8,9,0.017320279312864263,-0.03847038751833738,1
r50x360,8,10,0.060390327421363604,0.04307004810849934,3
r50x360,8,11,0.017320279312864263,-0.04307004810849934,1
r50x360,8,12,0.05579095277715025,0.03847067346428599,2
r50x360,8,13,0.017320279312864263,-0.03847067346428599,1
r50x360,8,14,0.05613600546573927,0.038815726152875006,3
r50x360,8,15,0.017320279312864263,-0.038815726152875006,1
r50x360,8,16,0.07175917045535705,0.05443889114249279,6
gen,8,0,0.5355979327571916,-611.1204965680918,1
gen,8,1,0.5355979327571916,0.0,1
gen,8,2,0.5355979327571916,0.0,2
gen,8,3,0.5355979327571916,0.0,1
gen,8,4,0.5355979327571916,0.0,2
gen,8,5,0.5355979327571916,0.0,1
gen,8,6,0.5355979327571916,0.0,2
gen,8,7,0.5355979327571916,0.0,1
gen,8,8,0.5355979327570328,-1.5876189252139739e-13,2
gen,8,9,0.5355979327571916,1.5876189252139739e-13,1
gen,8,10,0.5355979327571916,0.0,2
gen,8,11,0.5355979327571916,0.0,1
gen,8,12,0.5355979327571916,0.0,2
gen,8,13,0.5355979327571916,0.0,1
gen,8,14,0.5355979327571916,0.0,2
gen,8,15,0.5355979327571916,0.0,1
gen,8,16,0.5355979327571916,0.0,2
gen,8,17,0.5355979327571916,0.0,1
gen,8,18,0.5355979327571916,0.0,2
gen,8,19,0.5355979327571916,0.0,1
gen,8,20,0.5355979327571916,0.0,2
control30-3-2-3,16,0,1.937731385392827e-14,-1.0000008311217525,1
control30-3-2-3,16,1,1.937731385392827e-14,0.0,1
control30-3-2-3,16,2,1.937731385392827e-14,0.0,1
control30-3-2-3,16,3,1.937731385392827e-14,0.0,1
control30-3-2-3,16,4,1.937731385392827e-14,0.0,1
control30-3-2-3,16,5,1.937731385392827e-14,0.0,1
control30-3-2-3,16,6,1.937731385392827e-14,0.0,1
control30-3-2-3,16,7,1.937731385392827e-14,0.0,1
control30-3-2-3,16,8,1.937731385392827e-14,0.0,1
control30-3-2-3,16,9,1.937731385392827e-14,0.0,1
control30-3-2-3,16,10,1.937731385392827e-14,0.0,1
control30-3-2-3,16,11,1.937731385392827e-14,0.0,1
control30-3-2-3,16,12,1.937731385392827e-14,0.0,1
control30-3-2-3,16,13,1.937731385392827e-14,0.0,1
control30-3-2-3,16,14,1.937731385392827e-14,0.0,1
control30-3-2-3,16,15,1.937731385392827e-14,0.0,1
control30-3-2-3,16,16,1.937731385392827e-14,0.0,1
control30-3-2-3,16,17,1.937731385392827e-14,0.0,1
control30-3-2-3,16,18,1.937731385392827e-14,0.0,1
control30-3-2-3,16,19,1.937731385392827e-14,0.0,1
control30-3-2-3,16,20,1.937731385392827e-14,0.0,1
beavma,8,0,0.011791118030443115,-0.6729235194468408,1
beavma,8,1,0.011791118030443115,0.0,1
beavma,8,2,0.02984724648204302,0.018056128451599908,2
beavma,8,3,0.011791118030443115,-0.018056128451599908,1
beavma,8,4,0.039165883970229666,0.02737476593978655,3
beavma,8,5,0.011791118030443115,-0.02737476593978655,1
beavma,8,6,0.06645333824765928,0.054662220217216166,3
beavma,8,7,0.011791118030443115,-0.054662220217216166,1
beavma,8,8,0.05490398833922511,0.04311287030878199,2
beavma,8,9,0.011791118030443115,-0.04311287030878199,1
beavma,8,10,0.0947161054997747,0.08292498746933159,4
beavma,8,11,0.011791118030443115,-0.08292498746933159,1
beavma,8,12,0.05615942549171708,0.044368307461273966,2
beavma,8,13,0.011791118030443115,-0.044368307461273966,1
beavma,8,14,0.07751861934741128,0.06572750131696817,6
beavma,8,15,0.011791118030443115,-0.06572750131696817,1
beavma,8,16,0.09617892168652162,0.08438780365607851,4
beavma,8,17,0.04558783026856851,-0.05059109141795311,3
beavma,8,18,0.011805269009280661,-0.03378256125928785,2
beavma,8,19,0.011791118030443115,-1.4150978837546707e-05,1
beavma,8,20,0.05391866273607314,0.04212754470563002,2
k16x240b,8,0,4.957461796240994e-15,-0.41138215974793374,1
k16x240b,8,1,0.030721191106335026,0.030721191106330068,4
k16x240b,8,2,4.957461796240994e-15,-0.030721191106330068,1
k16x240b,8,3,0.03740760120568785,0.03740760120568289,4
k16x240b,8,4,0.030714831041227898,-0.00669277016445995,3
k16x240b,8,5,4.957461796240994e-15,-0.03071483104122294,1
k16x240b,8,6,0.03113115624061607,0.03113115624061111,5
k16x240b,8,7,0.306862720935762,0.2757315646951459,8
k16x240b,8,8,0.8664560310871201,0.5595933101513582,20
k16x240b,8,9,0.9370698688192294,0.07061383773210927,9
nexp-50-20-1-1,8,0,2.9445969472256666e-13,-0.708928571427774,1
nexp-50-20-1-1,8,1,2.9445969472256666e-13,0.0,1
nexp-50-20-1-1,8,2,0.040091969836535735,0.040091969836241276,2
nexp-50-20-1-1,8,3,2.9445969472256666e-13,-0.040091969836241276,1
nexp-50-20-1-1,8,4,0.04082054126510704,0.04082054126481258,2
nexp-50-20-1-1,8,5,2.9445969472256666e-13,-0.04082054126481258,1
nexp-50-20-1-1,8,6,0.04285694679506037,0.04285694679476591,2
nexp-50-20-1-1,8,7,2.9445969472256666e-13,-0.04285694679476591,1
nexp-50-20-1-1,8,8,0.05217327332566982,0.05217327332537536,2
nexp-50-20-1-1,8,9,2.9445969472256666e-13,-0.05217327332537536,1
nexp-50-20-1-1,8,10,0.05224822814858045,0.05224822814828599,2
nexp-50-20-1-1,8,11,2.9445969472256666e-13,-0.05224822814828599,1
nexp-50-20-1-1,8,12,0.05219979942844266,0.0521997994281482,2
nexp-50-20-1-1,8,13,2.9435501655167344e-13,-0.05219979942814831,2
nexp-50-20-1-1,8,14,2.9445969472256666e-13,1.0467817089322039e-16,1
nexp-50-20-1-1,8,15,0.05298080809237178,0.05298080809207732,3
nexp-50-20-1-1,8,16,2.9445969472256666e-13,-0.05298080809207732,1
nexp-50-20-1-1,8,17,0.052250949850825484,0.052250949850531025,2
nexp-50-20-1-1,8,18,2.9445969472256666e-13,-0.052250949850531025,1
nexp-50-20-1-1,8,19,0.05347293728864349,0.05347293728834903,4
nexp-50-20-1-1,8,20,2.9445969472256666e-13,-0.05347293728834903,1
mik-250-20-75-3,8,0,8.632701834489563e-16,-7.198353992033498,1
mik-250-20-75-3,8,1,8.632701834489563e-16,0.0,1
mik-250-20-75-3,8,2,0.059272853296266845,0.059272853296265984,7
mik-250-20-75-3,8,3,0.15127178688079723,0.09199893358453039,13
mik-250-20-75-3,8,4,0.13520055323644772,-0.01607123364434951,9
mik-250-20-75-3,8,5,8.632701834489563e-16,-0.13520055323644686,1
mik-250-20-75-3,8,6,0.19099298380893165,0.1909929838089308,13
mik-250-20-75-3,8,7,0.18416039570053377,-0.0068325881083978746,9
mik-250-20-75-3,8,8,8.632701834489563e-16,-0.18416039570053291,1
mik-250-20-75-3,8,9,0.11285202406512915,0.11285202406512829,4
mik-250-20-75-3,8,10,0.21618744698092698,0.10333542291579784,10
mik-250-20-75-3,8,11,8.632701834489563e-16,-0.21618744698092612,1
mik-250-20-75-3,8,12,0.1289568770035585,0.12895687700355765,3
mik-250-20-75-3,8,13,0.2651324180971093,0.1361755410935508,13
mik-250-20-75-3,8,14,8.632701834489563e-16,-0.2651324180971084,1
mik-250-20-75-3,8,15,0.3347791036389794,0.3347791036389785,20
mik-250-20-75-3,8,16,8.632701834489563e-16,-0.3347791036389785,1
mik-250-20-75-3,8,17,0.251872682615162,0.2518726826151611,10
mik-250-20-75-3,8,18,8.632701834489563e-16,-0.2518726826151611,1
mik-250-20-75-3,8,19,0.2852241363471557,0.2852241363471548,13
mik-250-20-75-3,8,20,0.12220748557781821,-0.1630166507693375,5
supportcase16,16,0,3.2905234091967486e-11,-16.9999999993748,1
neos-3611447-jijia,8,0,5.480356995866444e-13,-7.370000977798737,1
neos-3611447-jijia,8,1,5.480356995866444e-13,0.0,1
neos-3611447-jijia,8,2,5.480356995866444e-13,0.0,1
neos-3611447-jijia,8,3,5.480356995866444e-13,0.0,1
neos-3611447-jijia,8,4,5.480356995866444e-13,0.0,1
neos-3611447-jijia,8,5,5.480356995866444e-13,0.0,1
neos-3611447-jijia,8,6,5.480356995866444e-13,0.0,1
neos-3611447-jijia,8,7,5.480356995866444e-13,0.0,1
neos-3611447-jijia,8,8,5.480356995866444e-13,0.0,1
neos-3611447-jijia,8,9,5.480356995866444e-13,0.0,1
neos-3611447-jijia,8,10,5.480356995866444e-13,0.0,1
neos-3611447-jijia,8,11,5.480356995866444e-13,0.0,1
neos-3611447-jijia,8,12,5.480356995866444e-13,0.0,1
neos-3611447-jijia,8,13,5.480356995866444e-13,0.0,1
neos-3611447-jijia,8,14,5.480356995866444e-13,0.0,1
neos-3611447-jijia,8,15,5.480356995866444e-13,0.0,1
neos-3611447-jijia,8,16,5.480356995866444e-13,0.0,1
neos-3611447-jijia,8,17,5.480356995866444e-13,0.0,1
neos-3611447-jijia,8,18,5.480356995866444e-13,0.0,1
neos-3611447-jijia,8,19,5.480356995866444e-13,0.0,1
neos-3611447-jijia,8,20,5.480356995866444e-13,0.0,1
timtab1,8,0,8.154930634662796e-16,-0.038982281769049984,1
timtab1,8,1,8.154930634662796e-16,0.0,1
timtab1,8,2,0.007193023791815743,0.007193023791814928,2
timtab1,8,3,8.154930634662796e-16,-0.007193023791814928,1
timtab1,8,4,0.00617737520892739,0.0061773752089265745,3
timtab1,8,5,8.154930634662796e-16,-0.0061773752089265745,1
timtab1,8,6,0.007780122253498628,0.007780122253497813,2
timtab1,8,7,8.154930634662796e-16,-0.007780122253497813,1
timtab1,8,8,0.016795519484578275,0.01679551948457746,2
timtab1,8,9,8.204354456691055e-16,-0.016795519484577456,2
timtab1,8,10,8.154930634662796e-16,-4.942382202825943e-18,1
timtab1,8,11,0.01680007167593178,0.016800071675930964,2
timtab1,8,12,8.154930634662796e-16,-0.016800071675930964,1
timtab1,8,13,0.01680007167593178,0.016800071675930964,2
timtab1,8,14,0.016578837792996196,-0.00022123388293558352,3
timtab1,8,15,8.204354456691055e-16,-0.016578837792995377,2
timtab1,8,16,8.154930634662796e-16,-4.942382202825943e-18,1
timtab1,8,17,0.02507478127465524,0.025074781274654425,4
timtab1,8,18,8.154930634662796e-16,-0.025074781274654425,1
timtab1,8,19,0.016799913673613068,0.016799913673612252,2
timtab1,8,20,0.016795519484578275,-4.394189034792606e-06,3
gen-ip036,16,0,0.0,-180.81817438850504,1
gen-ip036,16,1,0.05698804070775342,0.05698804070775342,5
gen-ip036,16,2,0.075313452417455,0.018325411709701582,10
gen-ip036,16,3,0.07961413492870663,0.0043006825112516245,10
gen-ip036,16,4,0.08888353406078432,0.009269399132077694,10
gen-ip036,16,5,0.08911279519246251,0.00022926113167819062,11
gen-ip036,16,6,0.10921828923882386,0.020105494046361347,12
gen-ip036,16,7,0.09260482482638795,-0.016613464412435913,10
gen-ip036,16,8,0.10596132732416721,0.013356502497779268,10
gen-ip036,16,9,0.10298474403926612,-0.0029765832849010937,12
gen-ip036,16,10,0.1164957754524069,0.013511031413140778,10
gen-ip036,16,11,0.1196702143247777,0.0031744388723708022,12
gen-ip036,16,12,0.12366248904127797,0.003992274716500266,10
gr4x6,16,0,2.808335574662979e-12,-11.044642857106194,1
gr4x6,16,1,0.022508936140998994,0.022508936138190657,3
gr4x6,16,2,2.808335574662979e-12,-0.022508936138190657,1
gr4x6,16,3,0.014065928423762149,0.014065928420953814,2
gr4x6,16,4,2.808335574662979e-12,-0.014065928420953814,1
gr4x6,16,5,0.014065928423762149,0.014065928420953814,2
gr4x6,16,6,2.808335574662979e-12,-0.014065928420953814,1
gr4x6,16,7,0.014065928423762149,0.014065928420953814,2
gr4x6,16,8,2.808335574662979e-12,-0.014065928420953814,1
gr4x6,16,9,0.014065928423762149,0.014065928420953814,2
gr4x6,16,10,2.808335574662979e-12,-0.014065928420953814,1
gr4x6,16,11,0.014065928423762149,0.014065928420953814,2
gr4x6,16,12,2.808335574662979e-12,-0.014065928420953814,1
gr4x6,16,13,0.014065928423762149,0.014065928420953814,2
gr4x6,16,14,2.808335574662979e-12,-0.014065928420953814,1
gr4x6,16,15,0.026605668259865375,0.026605668257057038,3
gr4x6,16,16,0.012250838075288779,-0.014354830184576596,3
gr4x6,16,17,0.03847188386932351,0.02622104579403473,3
gr4x6,16,18,2.808335574662979e-12,-0.03847188386651517,1
gr4x6,16,19,0.06499433106838926,0.06499433106558092,2
gr4x6,16,20,0.10129251700932906,0.03629818594093981,5
mik-250-20-75-1,8,0,0.0,-6.266102922615419,1
mik-250-20-75-1,8,1,0.04952718878927844,0.04952718878927844,12
mik-250-20-75-1,8,2,0.07335648510490705,0.023829296315628613,16
mik-250-20-75-1,8,3,0.05395899460766519,-0.019397490497241862,8
mik-250-20-75-1,8,4,0.14815714325828272,0.09419814865061753,18
mik-250-20-75-1,8,5,0.0,-0.14815714325828272,1
mik-250-20-75-1,8,6,0.044462140218994424,0.044462140218994424,4
mik-250-20-75-1,8,7,0.15192523154676452,0.1074630913277701,20
mik-250-20-75-1,8,8,0.0,-0.15192523154676452,1
mik-250-20-75-1,8,9,0.07421970379705453,0.07421970379705453,6
mik-250-20-75-1,8,10,0.066549933829966,-0.007669769967088527,8
mik-250-20-75-1,8,11,0.11445563852429388,0.04790570469432788,11
mik-250-20-75-1,8,12,0.14045048232223753,0.025994843797943645,14
mik-250-20-75-1,8,13,0.14367646196532233,0.0032259796430847976,12
mik-250-20-75-1,8,14,0.0,-0.14367646196532233,1
mik-250-20-75-1,8,15,0.11388917309825963,0.11388917309825963,9
mik-250-20-75-1,8,16,0.24705326101166708,0.13316408791340745,20
mik-250-20-75-1,8,17,0.184007810954228,-0.06304545005743908,13
mik-250-20-75-1,8,18,0.23266889914921465,0.04866108819498666,13
mik-250-20-75-1,8,19,0.10520491047676807,-0.12746398867244657,7
mik-250-20-75-1,8,20,0.28878871012509066,0.1835837996483226,19
bienst2,8,0,4.0891637296245207e-14,-0.27344378317507184,1
bienst2,8,1,4.0891637296245207e-14,0.0,1
bienst2,8,2,4.097449775682524e-14,8.286046058003113e-17,2
bienst2,8,3,4.0891637296245207e-14,-8.286046058003113e-17,1
bienst2,8,4,4.0891637296245207e-14,0.0,1
bienst2,8,5,4.097449775682524e-14,8.286046058003113e-17,2
mas76,16,0,6.54813060861287e-15,-35.003277152203246,1
mas76,16,1,0.17717703743868285,0.1771770374386763,10
mas76,16,2,0.42430146311364475,0.2471244256749619,20
mas76,16,3,3.796097403518652,3.3717959404050073,20
supportcase20,8,0,0.009223997543077098,-0.04737280807652054,1
supportcase20,8,1,0.009223997543077098,0.0,1
supportcase20,8,2,0.018201332085649585,0.008977334542572487,4
neos-3610051-istra,8,0,1.1318326809648218e-12,-10.02439710326984,1
neos-3610051-istra,8,1,1.1318326809648218e-12,0.0,1
neos-3610051-istra,8,2,1.1318326809648218e-12,0.0,1
neos-3610051-istra,8,3,1.1318326809648218e-12,0.0,1
neos-3610051-istra,8,4,1.1318326809648218e-12,0.0,1
neos-3610051-istra,8,5,1.1318326809648218e-12,0.0,1
neos-3610051-istra,8,6,1.1318326809648218e-12,0.0,1
neos-3610051-istra,8,7,1.1318326809648218e-12,0.0,1
neos-3610051-istra,8,8,1.1318326809648218e-12,0.0,1
neos-3610051-istra,8,9,1.1318326809648218e-12,0.0,1
neos-3610051-istra,8,10,1.1318326809648218e-12,0.0,1
neos-3610051-istra,8,11,1.1318326809648218e-12,0.0,1
neos-3610051-istra,8,12,1.1318326809648218e-12,0.0,1
neos-3610051-istra,8,13,1.1318326809648218e-12,0.0,1
neos-3610051-istra,8,14,1.1318326809648218e-12,0.0,1
neos-3610051-istra,8,15,1.1318326809648218e-12,0.0,1
neos-3610051-istra,8,16,1.1318326809648218e-12,0.0,1
neos-3610051-istra,8,17,1.1318326809648218e-12,0.0,1
neos-3610051-istra,8,18,1.1318326809648218e-12,0.0,1
neos-3610051-istra,8,19,1.1318326809648218e-12,0.0,1
neos-3610051-istra,8,20,1.1318326809648218e-12,0.0,1
assign1-5-8,8,0,3.672126643852552e-14,-6.4028950489891185,1
assign1-5-8,8,1,0.019754181466448664,0.019754181466411943,5
assign1-5-8,8,2,0.04595430099917857,0.026200119532729906,20
assign1-5-8,8,3,0.05105150364843721,0.005097202649258642,12
neos-3072252-nete,8,0,0.0,-8.72489729626445,1
neos-3072252-nete,8,1,0.0,0.0,1
neos-3072252-nete,8,2,0.0,0.0,1
neos-3072252-nete,8,3,0.0,0.0,1
neos-3072252-nete,8,4,0.0,0.0,1
neos-3072252-nete,8,5,0.0,0.0,1
neos-3072252-nete,8,6,0.0,0.0,2
neos-3072252-nete,8,7,0.0,0.0,2
neos-3072252-nete,8,8,0.0,0.0,2
neos-3072252-nete,8,9,0.0,0.0,2
neos-3072252-nete,8,10,0.0,0.0,2
neos-3072252-nete,8,11,0.0,0.0,2
neos-3072252-nete,8,12,0.0,0.0,2
neos-3072252-nete,8,13,0.0,0.0,2
neos-3072252-nete,8,14,0.0,0.0,2
neos-3072252-nete,8,15,0.0,0.0,2
neos-3072252-nete,8,16,0.0,0.0,2
neos-3072252-nete,8,17,0.0,0.0,2
neos-3072252-nete,8,18,0.0,0.0,2
neos-3072252-nete,8,19,0.0,0.0,2
neos-3072252-nete,8,20,0.0,0.0,2
bppc8-09,8,0,1.7034081848510751e-12,-16.123813541416055,1
bppc8-09,8,1,1.7095948973868538e-12,6.186712535778709e-15,4
bppc8-09,8,2,1.7034081848510751e-12,-6.186712535778709e-15,5
bppc8-09,8,3,1.7054704223630014e-12,2.0622375119262364e-15,10
bppc8-09,8,4,0.00448769826888252,0.004487698267177049,12
pigeon-13,8,0,1.8600876466696455e-09,-12.999999975818861,1
pigeon-13,8,1,1.8600876466696455e-09,0.0,3
pigeon-13,8,2,1.8600876466696455e-09,0.0,2
markshare1,16,0,0.0,0.0,1
markshare1,16,1,0.0,0.0,5
markshare1,16,2,0.0,0.0,10
markshare1,16,3,0.0,0.0,10
markshare1,16,4,0.0,0.0,10
markshare1,16,5,0.0,0.0,10
markshare1,16,6,0.0,0.0,10
markshare1,16,7,0.0,0.0,10
markshare1,16,8,0.0,0.0,10
markshare1,16,9,0.0,0.0,10
markshare1,16,10,0.0,0.0,10
markshare1,16,11,0.0,0.0,10
markshare1,16,12,0.0,0.0,10
markshare1,16,13,0.0,0.0,10
markshare1,16,14,0.0,0.0,10
markshare1,16,15,0.0,0.0,10
markshare1,16,16,0.0,0.0,10
markshare1,16,17,0.0,0.0,10
markshare1,16,18,0.0,0.0,10
markshare1,16,19,0.0,0.0,10
markshare1,16,20,0.0,0.0,10
newdano,8,0,3.2502447360176126e-14,-0.21734498191470739,1
newdano,8,1,3.253537790461399e-14,3.293054443786662e-17,2
newdano,8,2,3.2502447360176126e-14,-3.293054443786662e-17,1
newdano,8,3,0.0021148203672430635,0.002114820367210561,5
pigeon-10,8,0,7.594280754036641e-10,-9.99999999240572,1
pigeon-10,8,1,7.594280754036641e-10,0.0,4
pigeon-10,8,2,7.594280754036641e-10,0.0,3
pigeon-10,8,3,7.594280754036641e-10,0.0,8
markshare_5_0,16,0,0.0,0.0,1
markshare_5_0,16,1,0.0,0.0,3
markshare_5_0,16,2,0.0,0.0,4
markshare_5_0,16,3,0.0,0.0,4
markshare_5_0,16,4,0.0,0.0,10
markshare_5_0,16,5,0.0,0.0,10
markshare_5_0,16,6,0.0,0.0,10
markshare_5_0,16,7,0.0,0.0,10
markshare_5_0,16,8,0.0,0.0,10
markshare_5_0,16,9,0.0,0.0,10
markshare_5_0,16,10,0.0,0.0,10
markshare_5_0,16,11,0.0,0.0,10
markshare_5_0,16,12,0.0,0.0,10
markshare_5_0,16,13,0.0,0.0,10
markshare_5_0,16,14,0.0,0.0,10
markshare_5_0,16,15,0.0,0.0,10
markshare_5_0,16,16,0.0,0.0,10
markshare_5_0,16,17,0.0,0.0,10
markshare_5_0,16,18,0.0,0.0,10
markshare_5_0,16,19,0.0,0.0,10
markshare_5_0,16,20,0.0,0.0,10
bienst1,8,0,5.005627547541307e-14,-0.3347280334726864,1
bienst1,8,1,5.005627547541307e-14,0.0,1
bienst1,8,2,5.005627547541307e-14,0.0,1
bienst1,8,3,5.005627547541307e-14,0.0,1
bienst1,8,4,5.005627547541307e-14,0.0,1
bienst1,8,5,5.005627547541307e-14,0.0,1
bienst1,8,6,5.005627547541307e-14,0.0,1
bienst1,8,7,5.005627547541307e-14,0.0,1
bienst1,8,8,5.005627547541307e-14,0.0,1
bienst1,8,9,5.005627547541307e-14,0.0,1
danoint,8,0,1.4506921388334107e-11,-20.676557961343388,1
danoint,8,1,1.4506921388334107e-11,0.0,1
danoint,8,2,1.4506921388334107e-11,0.0,1
danoint,8,3,1.4506921388334107e-11,0.0,1
bppc8-02,8,0,4.769301484904557e-13,-23.73170731706097,1
bppc8-02,8,1,4.797029981909816e-13,2.77284970052591e-15,2
bppc8-02,8,2,4.713844490894039e-13,-8.31854910157773e-15,3
bppc8-02,8,3,4.769301484904557e-13,5.54569940105182e-15,10
bppc8-02,8,4,4.4642880178467076e-13,-3.050134670578496e-14,10
bppc8-02,8,5,4.68611599388878e-13,2.218279760420723e-14,10
bppc8-02,8,6,4.769301484904557e-13,8.31854910157773e-15,10
bppc8-02,8,7,4.741572987899298e-13,-2.77284970052591e-15,10
bppc8-02,8,8,4.741572987899298e-13,0.0,10
neos-3610040-iskar,8,0,9.459721902511766e-13,-10.728449414446068,1
neos-3610040-iskar,8,1,9.459721902511766e-13,0.0,1
neos-3610040-iskar,8,2,9.459721902511766e-13,0.0,1
neos-3610040-iskar,8,3,9.459721902511766e-13,0.0,1
neos-3610040-iskar,8,4,9.459721902511766e-13,0.0,1
neos-3610040-iskar,8,5,9.459721902511766e-13,0.0,1
neos-3610040-iskar,8,6,9.459721902511766e-13,0.0,1
neos-3610040-iskar,8,7,9.459721902511766e-13,0.0,1
neos-3610040-iskar,8,8,9.459721902511766e-13,0.0,1
neos-3610040-iskar,8,9,9.459721902511766e-13,0.0,1
neos-3610040-iskar,8,10,9.459721902511766e-13,0.0,1
neos-3610040-iskar,8,11,9.459721902511766e-13,0.0,1
neos-3610040-iskar,8,12,9.459721902511766e-13,0.0,1
neos-3610040-iskar,8,13,9.459721902511766e-13,0.0,1
neos-3610040-iskar,8,14,9.459721902511766e-13,0.0,1
neos-3610040-iskar,8,15,9.459721902511766e-13,0.0,1
neos-3610040-iskar,8,16,9.459721902511766e-13,0.0,1
neos-3610040-iskar,8,17,9.459721902511766e-13,0.0,1
neos-3610040-iskar,8,18,9.459721902511766e-13,0.0,1
neos-3610040-iskar,8,19,9.459721902511766e-13,0.0,1
neos-3610040-iskar,8,20,9.459721902511766e-13,0.0,1
neos-1442119,8,0,4.2834358264214057e-10,-181.99999992204147,1
neos-1442119,8,1,4.2834358264214057e-10,0.0,2
neos-1442119,8,2,4.2834358264214057e-10,0.0,2
neos-1442119,8,3,4.2834358264214057e-10,0.0,3
neos-1442119,8,4,4.2834358264214057e-10,0.0,2
neos-1442119,8,5,4.2834358264214057e-10,0.0,3
neos-2624317-amur,8,0,0.0,0.0,1
neos-2624317-amur,8,1,0.0,0.0,3
neos-2624317-amur,8,2,0.0,0.0,1
neos-2624317-amur,8,3,0.0,0.0,3
neos-2624317-amur,8,4,0.0,0.0,2
neos-2624317-amur,8,5,0.0,0.0,1
neos-2624317-amur,8,6,0.0,0.0,2
neos-2624317-amur,8,7,0.0,0.0,1
neos-2624317-amur,8,8,0.0,0.0,3
neos-2624317-amur,8,9,0.0,0.0,7
