instance,disjunctive terms,restart,root gap closed,additional root gap closed,iterations
neos-2657525-crna,4,4,0.0,0.0,2
neos-2657525-crna,4,5,0.0,0.0,2
neos-2657525-crna,4,6,0.0,0.0,2
neos-2657525-crna,4,7,0.0,0.0,1
neos-2657525-crna,4,8,0.0,0.0,2
neos-2657525-crna,4,9,0.0,0.0,2
neos-2657525-crna,4,10,0.0,0.0,2
neos-2657525-crna,4,11,0.0,0.0,3
neos-2657525-crna,4,12,0.0,0.0,3
neos-2657525-crna,4,13,0.0,0.0,2
neos-2657525-crna,4,14,0.0,0.0,4
neos-2657525-crna,4,15,0.0,0.0,4
neos-2657525-crna,4,16,0.0,0.0,2
neos-2657525-crna,4,17,0.0,0.0,3
neos-2657525-crna,4,18,0.0,0.0,2
neos-2657525-crna,4,19,0.0,0.0,2
neos-2657525-crna,4,20,0.0,0.0,2
control30-3-2-3,8,0,1.937731385392827e-14,-1.0000008311217525,1
control30-3-2-3,8,1,1.937731385392827e-14,0.0,1
control30-3-2-3,8,2,1.937731385392827e-14,0.0,1
control30-3-2-3,8,3,1.937731385392827e-14,0.0,1
control30-3-2-3,8,4,1.937731385392827e-14,0.0,1
control30-3-2-3,8,5,1.937731385392827e-14,0.0,1
control30-3-2-3,8,6,1.937731385392827e-14,0.0,1
control30-3-2-3,8,7,1.937731385392827e-14,0.0,1
control30-3-2-3,8,8,1.937731385392827e-14,0.0,1
control30-3-2-3,8,9,1.937731385392827e-14,0.0,1
control30-3-2-3,8,10,1.937731385392827e-14,0.0,1
control30-3-2-3,8,11,1.937731385392827e-14,0.0,1
control30-3-2-3,8,12,1.937731385392827e-14,0.0,1
control30-3-2-3,8,13,1.937731385392827e-14,0.0,1
control30-3-2-3,8,14,1.937731385392827e-14,0.0,1
control30-3-2-3,8,15,1.937731385392827e-14,0.0,1
control30-3-2-3,8,16,1.937731385392827e-14,0.0,1
control30-3-2-3,8,17,1.937731385392827e-14,0.0,1
control30-3-2-3,8,18,1.937731385392827e-14,0.0,1
control30-3-2-3,8,19,1.937731385392827e-14,0.0,1
control30-3-2-3,8,20,1.937731385392827e-14,0.0,1
neos-3610040-iskar,4,0,9.459721902511766e-13,-10.728449414446068,1
neos-3610040-iskar,4,1,9.459721902511766e-13,0.0,1
neos-3610040-iskar,4,2,9.459721902511766e-13,0.0,1
neos-3610040-iskar,4,3,9.459721902511766e-13,0.0,1
neos-3610040-iskar,4,4,9.459721902511766e-13,0.0,1
neos-3610040-iskar,4,5,9.459721902511766e-13,0.0,1
neos-3610040-iskar,4,6,9.459721902511766e-13,0.0,1
neos-3610040-iskar,4,7,9.459721902511766e-13,0.0,1
neos-3610040-iskar,4,8,9.459721902511766e-13,0.0,1
neos-3610040-iskar,4,9,9.459721902511766e-13,0.0,1
neos-3610040-iskar,4,10,9.459721902511766e-13,0.0,1
neos-3610040-iskar,4,11,9.459721902511766e-13,0.0,1
neos-3610040-iskar,4,12,9.459721902511766e-13,0.0,1
neos-3610040-iskar,4,13,9.459721902511766e-13,0.0,1
neos-3610040-iskar,4,14,9.459721902511766e-13,0.0,1
neos-3610040-iskar,4,15,9.459721902511766e-13,0.0,1
neos-3610040-iskar,4,16,9.459721902511766e-13,0.0,1
neos-3610040-iskar,4,17,9.459721902511766e-13,0.0,1
neos-3610040-iskar,4,18,9.459721902511766e-13,0.0,1
neos-3610040-iskar,4,19,9.459721902511766e-13,0.0,1
neos-3610040-iskar,4,20,9.459721902511766e-13,0.0,1
mas76,8,0,6.54813060861287e-15,-35.003277152203246,1
mas76,8,1,0.5837270560439565,0.5837270560439499,20
mas76,8,2,3.7843430627712595,3.2006160067273033,5
neos5,4,0,3.133493464692223e-12,-6.499999999973365,1
neos5,4,1,0.048609603289730526,0.04860960328659703,2
neos5,4,2,0.09919897209102671,0.050589368801296185,17
neos5,4,3,0.12235123703960879,0.02315226494858208,14
neos5,4,4,0.14374076645158318,0.02138952941197439,20
neos5,4,5,0.1552306003740783,0.011489833922495113,20
neos5,4,6,0.16250497176775508,0.007274371393676787,20
neos5,4,7,0.19204112098213819,0.029536149214383106,20
neos5,4,8,0.20097453206286883,0.008933411080730647,20
neos5,4,9,0.20603229803281498,0.005057765969946143,19
neos5,4,10,0.21371561814971862,0.007683320116903647,20
neos5,4,11,0.22021760870880952,0.006501990559090898,20
neos5,4,12,0.22450579817613642,0.004288189467326897,20
neos5,4,13,0.22642578440103836,0.0019199862249019428,20
neos5,4,14,0.22835860027029606,0.001932815869257698,20
neos5,4,15,0.23274674759194258,0.004388147321646524,19
neos5,4,16,0.2338919451898905,0.0011451975979479279,20
neos5,4,17,0.23645638371043168,0.002564438520541168,20
gsvm2rl3,4,0,5.4542862298629137e-11,-0.03697683202390925,1
gsvm2rl3,4,1,0.01930827662922554,0.019308276574682676,9
gsvm2rl3,4,2,0.01901673586837893,-0.0002915407608466078,10
gsvm2rl3,4,3,0.007980457970595208,-0.011036277897783723,3
gsvm2rl3,4,4,0.05033647981781402,0.04235602184721882,20
gsvm2rl3,4,5,0.06478398004833398,0.01444750023051996,12
gsvm2rl3,4,6,0.10451844979825099,0.03973446974991701,20
gsvm2rl3,4,7,0.11238690508727629,0.0078684552890253,19
gsvm2rl3,4,8,0.11747727138704687,0.005090366299770582,20
gsvm2rl3,4,9,0.11357271565178141,-0.0039045557352654636,20
gsvm2rl3,4,10,0.10924062703713038,-0.004332088614651036,20
gsvm2rl3,4,11,0.12308064252992143,0.013840015492791055,20
gsvm2rl3,4,12,0.127786563451503,0.004705920921581563,20
aflow30a,4,0,1.4832457694640497e-12,-5.623479644696729,1
aflow30a,4,1,1.4832457694640497e-12,0.0,1
aflow30a,4,2,0.019131679571878193,0.01913167957039495,2
aflow30a,4,3,1.4832457694640497e-12,-0.01913167957039495,1
aflow30a,4,4,0.019131481633018973,0.01913148163153573,2
aflow30a,4,5,1.4832457694640497e-12,-0.01913148163153573,1
aflow30a,4,6,0.019131481633018973,0.01913148163153573,2
aflow30a,4,7,1.4832457694640497e-12,-0.01913148163153573,1
aflow30a,4,8,0.020572838042255716,0.020572838040772472,2
aflow30a,4,9,1.4832457694640497e-12,-0.020572838040772472,1
aflow30a,4,10,0.020607930158726747,0.020607930157243503,2
aflow30a,4,11,1.4832457694640497e-12,-0.020607930157243503,1
aflow30a,4,12,0.020607930158726747,0.020607930157243503,2
aflow30a,4,13,1.4832457694640497e-12,-0.020607930157243503,1
aflow30a,4,14,0.020607930158726747,0.020607930157243503,2
aflow30a,4,15,1.4832457694640497e-12,-0.020607930157243503,1
aflow30a,4,16,0.020607933258175892,0.020607933256692648,2
aflow30a,4,17,1.4832457694640497e-12,-0.020607933256692648,1
aflow30a,4,18,0.020608328961592468,0.020608328960109223,2
aflow30a,4,19,1.4832457694640497e-12,-0.020608328960109223,1
aflow30a,4,20,0.020607930158726747,0.020607930157243503,2
pigeon-08,4,0,1.8534228726114618e-10,-7.999999998517262,1
pigeon-08,4,1,1.8534228726114618e-10,0.0,1
pigeon-08,4,2,1.8534228726114618e-10,0.0,3
pigeon-08,4,3,1.8534228726114618e-10,0.0,2
pigeon-08,4,4,1.8534228726114618e-10,0.0,1
pigeon-08,4,5,1.8534228726114618e-10,0.0,5
pigeon-08,4,6,1.8534228726114618e-10,0.0,1
pigeon-08,4,7,1.8534228726114618e-10,0.0,3
pigeon-08,4,8,1.8534228726114618e-10,0.0,2
pigeon-08,4,9,1.8534228726114618e-10,0.0,1
pigeon-08,4,10,1.8534228726114618e-10,0.0,3
pigeon-08,4,11,1.8534228726114618e-10,0.0,4
pigeon-08,4,12,1.8534228726114618e-10,0.0,6
opt1217,4,0,9.930023706369394e-13,-4.978723404250377,1
opt1217,4,1,9.930023706369394e-13,0.0,1
opt1217,4,2,9.947692787697454e-13,1.7669081328059858e-15,2
opt1217,4,3,9.930023706369394e-13,-1.7669081328059858e-15,1
opt1217,4,4,9.921189165705366e-13,-8.83454066402791e-16,5
opt1217,4,5,9.938858247033424e-13,1.7669081328057839e-15,4
opt1217,4,6,9.930023706369394e-13,-8.834540664029929e-16,1
opt1217,4,7,9.921189165705366e-13,-8.83454066402791e-16,7
opt1217,4,8,9.921189165705366e-13,0.0,2
opt1217,4,9,9.930023706369394e-13,8.83454066402791e-16,1
opt1217,4,10,9.930023706369394e-13,0.0,4
opt1217,4,11,9.921189165705366e-13,-8.83454066402791e-16,4
opt1217,4,12,9.930023706369394e-13,8.83454066402791e-16,1
opt1217,4,13,1.005370727566581e-12,1.2368356929641699e-14,10
opt1217,4,14,9.912354625041336e-13,-1.4135265062447483e-14,9
prod1,4,0,3.2297397080004387e-16,-2.272727272727266,1
prod1,4,1,3.2297397080004387e-16,0.0,3
prod1,4,2,3.2297397080004387e-16,0.0,1
prod1,4,3,3.2297397080004387e-16,0.0,4
prod1,4,4,3.2297397080004387e-16,0.0,1
prod1,4,5,3.2297397080004387e-16,0.0,2
prod1,4,6,3.2297397080004387e-16,0.0,1
prod1,4,7,0.022717034720393974,0.02271703472039365,5
prod1,4,8,7.105427357600965e-15,-0.02271703472038687,3
prod1,4,9,3.2297397080004387e-16,-6.782453386800921e-15,1
prod1,4,10,0.02271703750512755,0.022717037505127227,4
prod1,4,11,0.022715398684748592,-1.6388203789574618e-06,10
prod1,4,12,3.2297397080004387e-16,-0.02271539868474827,1
prod1,4,13,0.022711394800015498,0.022711394800015175,3
prod1,4,14,3.2297397080004387e-16,-0.022711394800015175,4
prod1,4,15,0.0032421517598951667,0.0032421517598948436,10
prod1,4,16,0.0032280205858344433,-1.4131174060723426e-05,10
prod1,4,17,9.366245153201273e-15,-0.003228020585825077,5
prod1,4,18,3.2297397080004387e-16,-9.043271182401229e-15,1
prod1,4,19,0.02271415920075,0.02271415920074968,3
prod1,4,20,5.490557503600746e-15,-0.02271415920074451,4
gr4x6,8,0,2.808335574662979e-12,-11.044642857106194,1
gr4x6,8,1,2.808335574662979e-12,0.0,1
gr4x6,8,2,0.00661375661654824,0.0066137566137399045,2
gr4x6,8,3,2.808335574662979e-12,-0.0066137566137399045,1
gr4x6,8,4,0.006613756616551623,0.006613756613743288,2
gr4x6,8,5,2.808335574662979e-12,-0.006613756613743288,1
gr4x6,8,6,0.010674603177383979,0.010674603174575643,2
gr4x6,8,7,2.808335574662979e-12,-0.010674603174575643,1
gr4x6,8,8,0.010674603177383979,0.010674603174575643,2
gr4x6,8,9,0.0049534630400904596,-0.005721140137293519,3
gr4x6,8,10,2.808335574662979e-12,-0.004953463037282124,1
gr4x6,8,11,0.010674603177383979,0.010674603174575643,2
gr4x6,8,12,0.032102964645367875,0.021428361467983895,3
gr4x6,8,13,2.808335574662979e-12,-0.03210296464255954,1
gr4x6,8,14,0.010674603177383979,0.010674603174575643,2
gr4x6,8,15,0.05890286435301991,0.04822826117563593,4
gr4x6,8,16,0.032102964645367875,-0.026799899707652036,3
gr4x6,8,17,2.808335574662979e-12,-0.03210296464255954,1
gr4x6,8,18,0.013384250812780715,0.01338425080997238,2
gr4x6,8,19,0.0036075036103052896,-0.009776747202475424,2
gr4x6,8,20,0.006613756616549932,0.0030062530062446424,2
assign1-5-8,4,0,3.672126643852552e-14,-6.4028950489891185,1
assign1-5-8,4,1,3.672126643852552e-14,0.0,1
assign1-5-8,4,2,0.007184952461710728,0.007184952461674007,2
assign1-5-8,4,3,3.672126643852552e-14,-0.007184952461674007,1
assign1-5-8,4,4,0.03853508530719691,0.03853508530716019,20
assign1-5-8,4,5,3.672126643852552e-14,-0.03853508530716019,1
assign1-5-8,4,6,0.0551398307829616,0.05513983078292488,20
assign1-5-8,4,7,0.06497786982673631,0.009838039043774713,20
mik-250-20-75-5,4,0,8.088498026991042e-16,-6.728682084601193,1
mik-250-20-75-5,4,1,8.088498026991042e-16,0.0,1
mik-250-20-75-5,4,2,0.04783702047932681,0.047837020479325996,7
mik-250-20-75-5,4,3,0.021318209471978496,-0.026518811007348313,3
mik-250-20-75-5,4,4,0.021318108234055423,-1.0123792307248358e-07,3
mik-250-20-75-5,4,5,0.021263028110838435,-5.5080123216987714e-05,2
mik-250-20-75-5,4,6,0.1026756759644499,0.08141264785361146,10
mik-250-20-75-5,4,7,0.13840806847252904,0.035732392508079136,10
mik-250-20-75-5,4,8,0.1735917961718253,0.03518372769929626,10
mik-250-20-75-5,4,9,0.1923246405782213,0.018732844406396,10
mik-250-20-75-5,4,10,0.2313543466695463,0.039029706091325,11
mik-250-20-75-5,4,11,8.088498026991042e-16,-0.2313543466695455,1
mik-250-20-75-5,4,12,0.26220525063968275,0.2622052506396819,11
mik-250-20-75-5,4,13,0.2916645066597291,0.029459256020046343,11
mik-250-20-75-5,4,14,0.34023225747657004,0.04856775081684095,13
mik-250-20-75-5,4,15,0.32519114092188106,-0.015041116554688982,12
mik-250-20-75-5,4,16,0.3120997178632371,-0.01309142305864397,9
mik-250-20-75-5,4,17,0.3404109006748978,0.02831118281166073,13
mik-250-20-75-5,4,18,0.24993353580302516,-0.09047736487187266,6
23588,4,0,1.88456111141613e-12,-17.380771446297526,1
23588,4,1,0.031854568007649006,0.031854568005764444,2
23588,4,2,0.03001441882384402,-0.0018401491838049878,2
23588,4,3,0.029784509077925257,-0.00022990974591876115,2
23588,4,4,0.03187047430028557,0.002085965222360313,3
23588,4,5,0.0658735163824926,0.03400304208220703,2
23588,4,6,0.07540210697542811,0.00952859059293551,4
23588,4,7,0.062400231578970504,-0.013001875396457606,6
23588,4,8,0.03186890211341919,-0.030531329465551316,2
23588,4,9,0.03022382846759279,-0.0016450736458263997,2
neos-2624317-amur,4,0,0.0,0.0,1
neos-2624317-amur,4,1,0.0,0.0,4
neos-2624317-amur,4,2,0.0,0.0,3
neos-2624317-amur,4,3,0.0,0.0,5
neos-2624317-amur,4,4,0.0,0.0,4
neos-2624317-amur,4,5,0.0,0.0,6
neos-2624317-amur,4,6,0.0,0.0,4
neos-2624317-amur,4,7,0.0,0.0,1
neos-2624317-amur,4,8,0.0,0.0,7
neos-2624317-amur,4,9,0.0,0.0,4
neos-2624317-amur,4,10,0.0,0.0,10
neos-2624317-amur,4,11,0.0,0.0,1
neos-2624317-amur,4,12,0.0,0.0,4
neos-2624317-amur,4,13,0.0,0.0,2
neos-2624317-amur,4,14,0.0,0.0,4
neos-2624317-amur,4,15,0.0,0.0,3
neos-2624317-amur,4,16,0.0,0.0,3
neos-2624317-amur,4,17,0.0,0.0,1
neos-2624317-amur,4,18,0.0,0.0,9
neos-2624317-amur,4,19,0.0,0.0,10
b-ball,8,0,9.428711779500546e-12,-5.714285714231833,1
b-ball,8,1,9.428711779500546e-12,0.0,1
b-ball,8,2,9.428711779500546e-12,0.0,2
b-ball,8,3,9.428711779500546e-12,0.0,1
b-ball,8,4,9.429409633973161e-12,6.97854472614603e-16,2
b-ball,8,5,9.428711779500546e-12,-6.97854472614603e-16,1
b-ball,8,6,9.428711779500546e-12,0.0,2
b-ball,8,7,9.428711779500546e-12,0.0,2
b-ball,8,8,9.428711779500546e-12,0.0,1
b-ball,8,9,9.42801392502793e-12,-6.978544726162186e-16,2
b-ball,8,10,9.428711779500546e-12,6.978544726162186e-16,1
b-ball,8,11,9.42801392502793e-12,-6.978544726162186e-16,2
b-ball,8,12,9.428711779500546e-12,6.978544726162186e-16,1
b-ball,8,13,9.42801392502793e-12,-6.978544726162186e-16,5
b-ball,8,14,9.429409633973161e-12,1.3957089452308216e-15,2
b-ball,8,15,9.428711779500546e-12,-6.97854472614603e-16,1
b-ball,8,16,9.42522250713747e-12,-3.4892723630762463e-15,4
b-ball,8,17,9.42801392502793e-12,2.7914178904600277e-15,2
b-ball,8,18,9.428711779500546e-12,6.978544726162186e-16,1
b-ball,8,19,9.429409633973161e-12,6.97854472614603e-16,3
b-ball,8,20,9.430107488445775e-12,6.97854472614603e-16,2
neos17,4,0,4.590520445225435e-10,-0.004563979653416454,1
neos17,4,1,0.0015053257644869536,0.0015053253054349092,2
neos17,4,2,0.010478487525809004,0.008973161761322051,6
neos17,4,3,4.590520445225435e-10,-0.01047848706675696,1
neos17,4,4,0.020816935626077577,0.020816935167025534,4
neos17,4,5,0.029845685546899946,0.009028749920822369,7
neos17,4,6,0.02383862508605563,-0.006007060460844316,6
neos17,4,7,0.08323034060507001,0.05939171551901438,7
neos17,4,8,0.04470312330387317,-0.03852721730119684,15
neos17,4,9,0.020821726080840302,-0.023881397223032865,8
neos17,4,10,0.07010576119924565,0.049284035118405345,8
neos17,4,11,0.05219395589085827,-0.01791180530838738,8
neos17,4,12,0.041731683055113336,-0.010462272835744933,12
neos17,4,13,0.05496711274023322,0.013235429685119884,13
neos17,4,14,0.09354100438334924,0.03857389164311602,11
neos17,4,15,0.038464227929054816,-0.05507677645429442,13
neos17,4,16,0.0398659219101699,0.0014016939811150875,13
mik-250-20-75-1,4,0,0.0,-6.266102922615419,1
mik-250-20-75-1,4,1,0.03976417482367027,0.03976417482367027,4
mik-250-20-75-1,4,2,0.03976417749143659,2.6677663203522606e-09,4
mik-250-20-75-1,4,3,0.039764159941378115,-1.7550058475923613e-08,4
mik-250-20-75-1,4,4,0.039764164775308405,4.833930290770727e-09,4
mik-250-20-75-1,4,5,0.08082765171232259,0.041063486937014185,12
mik-250-20-75-1,4,6,0.11072067032560984,0.029893018613287248,10
mik-250-20-75-1,4,7,0.1421323280637559,0.031411657738146054,15
mik-250-20-75-1,4,8,0.09288092399583266,-0.049251404067923235,7
mik-250-20-75-1,4,9,0.07324477580512663,-0.019636148190706026,5
mik-250-20-75-1,4,10,0.15853617039866502,0.08529139459353839,10
mik-250-20-75-1,4,11,0.17275198420189153,0.014215813803226507,10
mik-250-20-75-1,4,12,0.1897321489340744,0.016980164732182862,13
mik-250-20-75-1,4,13,0.1870939204636512,-0.002638228470423193,10
mik-250-20-75-1,4,14,0.2119368695009256,0.02484294903727441,10
mik-250-20-75-1,4,15,0.05226034584125498,-0.1596765236596706,3
mik-250-20-75-1,4,16,0.1897912970526749,0.1375309512114199,9
mik-250-20-75-1,4,17,0.0,-0.1897912970526749,1
mik-250-20-75-1,4,18,0.20959922065515177,0.20959922065515177,6
markshare1,8,0,0.0,0.0,1
markshare1,8,1,0.0,0.0,2
markshare1,8,2,0.0,0.0,3
markshare1,8,3,0.0,0.0,7
markshare1,8,4,0.0,0.0,10
markshare1,8,5,0.0,0.0,10
markshare1,8,6,0.0,0.0,10
markshare1,8,7,0.0,0.0,10
markshare1,8,8,0.0,0.0,10
markshare1,8,9,0.0,0.0,10
markshare1,8,10,0.0,0.0,10
markshare1,8,11,0.0,0.0,10
markshare1,8,12,0.0,0.0,10
markshare1,8,13,0.0,0.0,10
markshare1,8,14,0.0,0.0,10
markshare1,8,15,0.0,0.0,10
markshare1,8,16,0.0,0.0,10
markshare1,8,17,0.0,0.0,10
markshare1,8,18,0.0,0.0,10
markshare1,8,19,0.0,0.0,10
markshare1,8,20,0.0,0.0,10
markshare_5_0,8,0,0.0,0.0,1
markshare_5_0,8,1,0.0,0.0,2
markshare_5_0,8,2,0.0,0.0,2
markshare_5_0,8,3,0.0,0.0,2
markshare_5_0,8,4,0.0,0.0,2
markshare_5_0,8,5,0.0,0.0,2
markshare_5_0,8,6,0.0,0.0,2
markshare_5_0,8,7,0.0,0.0,10
markshare_5_0,8,8,0.0,0.0,10
markshare_5_0,8,9,0.0,0.0,10
markshare_5_0,8,10,0.0,0.0,10
markshare_5_0,8,11,0.0,0.0,10
markshare_5_0,8,12,0.0,0.0,10
markshare_5_0,8,13,0.0,0.0,10
markshare_5_0,8,14,0.0,0.0,10
markshare_5_0,8,15,0.0,0.0,10
markshare_5_0,8,16,0.0,0.0,10
markshare_5_0,8,17,0.0,0.0,10
markshare_5_0,8,18,0.0,0.0,10
markshare_5_0,8,19,0.0,0.0,10
markshare_5_0,8,20,0.0,0.0,10
bppc8-02,4,0,4.769301484904557e-13,-23.73170731706097,1
bppc8-02,4,1,4.713844490894039e-13,-5.54569940105182e-15,4
bppc8-02,4,2,4.68611599388878e-13,-2.77284970052591e-15,8
bppc8-02,4,3,4.741572987899298e-13,5.54569940105182e-15,4
bppc8-02,4,4,4.713844490894039e-13,-2.77284970052591e-15,4
bppc8-02,4,5,4.769301484904557e-13,5.54569940105182e-15,7
bppc8-02,4,6,4.797029981909816e-13,2.77284970052591e-15,10
bppc8-02,4,7,4.713844490894039e-13,-8.31854910157773e-15,10
bppc8-02,4,8,4.713844490894039e-13,0.0,9
bppc8-02,4,9,4.769301484904557e-13,5.54569940105182e-15,10
bppc8-02,4,10,4.741572987899298e-13,-2.77284970052591e-15,10
bppc8-02,4,11,4.824758478915075e-13,8.31854910157773e-15,10
bppc8-02,4,12,4.797029981909816e-13,-2.77284970052591e-15,6
bppc8-02,4,13,4.40883102383619e-13,-3.881989580736264e-14,10
bppc8-02,4,14,4.741572987899298e-13,3.327419640631082e-14,7
bppc8-02,4,15,4.713844490894039e-13,-2.77284970052591e-15,10
bppc8-02,4,16,4.769301484904557e-13,5.54569940105182e-15,10
mik-250-20-75-4,4,0,0.0,-6.593553980501524,1
mik-250-20-75-4,4,1,0.04190985867421017,0.04190985867421017,4
mik-250-20-75-4,4,2,0.07988858300329969,0.037978724329089525,7
mik-250-20-75-4,4,3,0.11232084150807886,0.03243225850477917,8
mik-250-20-75-4,4,4,0.14543725198430113,0.03311641047622227,7
mik-250-20-75-4,4,5,0.17780391191946604,0.03236665993516491,7
mik-250-20-75-4,4,6,0.17780380712661478,-1.0479285125764015e-07,7
mik-250-20-75-4,4,7,0.20863529205624612,0.030831484929631336,9
mik-250-20-75-4,4,8,0.23791677446437834,0.02928148240813222,13
mik-250-20-75-4,4,9,0.20575103996569952,-0.03216573449867882,7
mik-250-20-75-4,4,10,0.2773582418024357,0.07160720183673616,13
mik-250-20-75-4,4,11,0.0,-0.2773582418024357,1
mik-250-20-75-4,4,12,0.31111115047951593,0.31111115047951593,15
mik-250-20-75-4,4,13,0.14441031097040055,-0.16670083950911538,5
mik-250-20-75-4,4,14,0.0,-0.14441031097040055,1
mik-250-20-75-4,4,15,0.15720710486378556,0.15720710486378556,4
mik-250-20-75-4,4,16,0.09277400853145155,-0.064433096332334,5
mik-250-20-75-4,4,17,0.1469418771711481,0.05416786863969654,5
mik-250-20-75-4,4,18,0.25732970378191716,0.11038782661076907,12
mik-250-20-75-4,4,19,0.0,-0.25732970378191716,1
mik-250-20-75-4,4,20,0.23601326294598962,0.23601326294598962,7
mik-250-20-75-3,4,0,8.632701834489563e-16,-7.198353992033498,1
mik-250-20-75-3,4,1,8.632701834489563e-16,0.0,1
mik-250-20-75-3,4,2,0.052690005931742334,0.052690005931741474,7
mik-250-20-75-3,4,3,0.03058458511158887,-0.022105420820153463,3
mik-250-20-75-3,4,4,0.0526662649363228,0.02208167982473393,2
mik-250-20-75-3,4,5,0.15865651342548395,0.10599024848916115,6
mik-250-20-75-3,4,6,0.1963128363660676,0.03765632294058366,9
mik-250-20-75-3,4,7,0.2002888266439331,0.003975990277865493,9
mik-250-20-75-3,4,8,0.26429235533079376,0.06400352868686066,13
mik-250-20-75-3,4,9,8.632701834489563e-16,-0.26429235533079287,1
mik-250-20-75-3,4,10,0.29062945670302215,0.29062945670302126,10
mik-250-20-75-3,4,11,0.30262011113083087,0.011990654427808722,12
mik-250-20-75-3,4,12,0.3373784410667241,0.03475832993589323,15
mik-250-20-75-3,4,13,8.632701834489563e-16,-0.3373784410667232,1
mik-250-20-75-3,4,14,0.31464494642684204,0.31464494642684115,10
mik-250-20-75-3,4,15,0.3020816523450195,-0.012563294081822551,11
mik-250-20-75-3,4,16,0.09491935439543644,-0.20716229794958305,3
mik-250-20-75-3,4,17,0.21329302126414446,0.11837366686870801,7
mik-250-20-75-3,4,18,0.31239230177874144,0.09909928051459699,10
mik-250-20-75-3,4,19,8.632701834489563e-16,-0.31239230177874056,1
mik-250-20-75-3,4,20,0.33098471348588887,0.330984713485888,10
neos-1442119,4,0,4.2834358264214057e-10,-181.99999992204147,1
neos-1442119,4,1,4.2834358264214057e-10,0.0,1
neos-1442119,4,2,4.2834358264214057e-10,0.0,2
neos-1442119,4,3,4.2834358264214057e-10,0.0,1
neos-1442119,4,4,4.2834358264214057e-10,0.0,2
neos-1442119,4,5,4.2834358264214057e-10,0.0,1
neos-1442119,4,6,4.2834358264214057e-10,0.0,2
neos-1442119,4,7,4.2834358264214057e-10,0.0,1
neos-1442119,4,8,4.2834358264214057e-10,0.0,2
neos-1442119,4,9,4.2834358264214057e-10,0.0,1
neos-1442119,4,10,4.2834358264214057e-10,0.0,2
neos-1442119,4,11,4.2834358264214057e-10,0.0,1
neos-1442119,4,12,4.2834358264214057e-10,0.0,2
neos-1442119,4,13,4.2834358264214057e-10,0.0,1
neos-1442119,4,14,4.2834358264214057e-10,0.0,2
neos-1442119,4,15,4.2834358264214057e-10,0.0,1
neos-1442119,4,16,4.2834358264214057e-10,0.0,2
neos-1442119,4,17,4.2834358264214057e-10,0.0,1
neos-1442119,4,18,4.2834358264214057e-10,0.0,2
neos-1442119,4,19,4.2834358264214057e-10,0.0,1
neos-1442119,4,20,4.2834358264214057e-10,0.0,2
timtab1CUTS,4,0,9.394424089912479e-14,-4.058621282454951,1
timtab1CUTS,4,1,9.394424089912479e-14,0.0,1
timtab1CUTS,4,2,9.394424089912479e-14,0.0,2
timtab1CUTS,4,3,9.471427566059302e-14,7.700347614682338e-16,2
timtab1CUTS,4,4,9.394424089912479e-14,-7.700347614682338e-16,1
timtab1CUTS,4,5,9.471427566059302e-14,7.700347614682338e-16,2
timtab1CUTS,4,6,9.394424089912479e-14,-7.700347614682338e-16,3
timtab1CUTS,4,7,9.394424089912479e-14,0.0,2
timtab1CUTS,4,8,9.471427566059302e-14,7.700347614682338e-16,2
timtab1CUTS,4,9,9.471427566059302e-14,0.0,2
timtab1CUTS,4,10,9.548431042206125e-14,7.700347614682338e-16,2
timtab1CUTS,4,11,9.625434518352949e-14,7.700347614682338e-16,2
timtab1CUTS,4,12,9.471427566059302e-14,-1.5400695229364676e-15,2
timtab1CUTS,4,13,9.471427566059302e-14,0.0,2
timtab1CUTS,4,14,9.471427566059302e-14,0.0,2
timtab1CUTS,4,15,9.394424089912479e-14,-7.700347614682338e-16,2
timtab1CUTS,4,16,9.394424089912479e-14,0.0,2
timtab1CUTS,4,17,9.471427566059302e-14,7.700347614682338e-16,2
timtab1CUTS,4,18,9.471427566059302e-14,0.0,2
timtab1CUTS,4,19,9.548431042206125e-14,7.700347614682338e-16,2
timtab1CUTS,4,20,9.471427566059302e-14,-7.700347614682338e-16,2
pigeon-10,4,0,7.594280754036641e-10,-9.99999999240572,1
pigeon-10,4,1,7.594280754036641e-10,0.0,2
pigeon-10,4,2,7.594280754036641e-10,0.0,2
pigeon-10,4,3,7.594280754036641e-10,0.0,1
pigeon-10,4,4,7.594280754036641e-10,0.0,2
pigeon-10,4,5,7.594280754036641e-10,0.0,1
pigeon-10,4,6,7.594280754036641e-10,0.0,2
pigeon-10,4,7,7.594280754036641e-10,0.0,2
pigeon-10,4,8,7.594280754036641e-10,0.0,1
pigeon-10,4,9,7.594280754036641e-10,0.0,2
pigeon-10,4,10,7.594280754036641e-10,0.0,1
pigeon-10,4,11,7.594280754036641e-10,0.0,2
flugpl,8,0,2.035572492843588e-14,-34.0145827280286,1
flugpl,8,1,2.035572492843588e-14,0.0,1
flugpl,8,2,2.035572492843588e-14,0.0,1
flugpl,8,3,2.035572492843588e-14,0.0,1
flugpl,8,4,2.035572492843588e-14,0.0,1
flugpl,8,5,2.035572492843588e-14,0.0,1
flugpl,8,6,2.035572492843588e-14,0.0,1
flugpl,8,7,2.035572492843588e-14,0.0,1
flugpl,8,8,2.035572492843588e-14,0.0,1
flugpl,8,9,2.035572492843588e-14,0.0,1
