instance,cuts,disjunctive terms,cut generation iteration,root gap closed
flugpl,disjunctive only,8,97,0.13095511437151167
flugpl,disjunctive only,8,98,0.13095511437151167
flugpl,disjunctive only,8,99,0.13095511437151167
flugpl,disjunctive only,8,100,0.13095511437151167
flugpl,default and disjunctive,8,1,2.035572492843588e-14
flugpl,default and disjunctive,8,2,0.11738529807351955
flugpl,default and disjunctive,8,3,0.4199722429928792
flugpl,default and disjunctive,8,4,0.47392180753850033
flugpl,default and disjunctive,8,5,0.4994661749790359
flugpl,default and disjunctive,8,6,0.5244186022024713
flugpl,default and disjunctive,8,7,0.5261447434164157
flugpl,default and disjunctive,8,8,0.5379237397868653
flugpl,default and disjunctive,8,9,0.5396225649746309
flugpl,default and disjunctive,8,10,0.5417348785897548
flugpl,default and disjunctive,8,11,0.5446709364662959
flugpl,default and disjunctive,8,12,0.547692333942355
flugpl,default and disjunctive,8,13,0.5485490913292379
flugpl,default and disjunctive,8,14,0.5494079273580571
flugpl,default and disjunctive,8,15,0.5497690435703939
flugpl,default and disjunctive,8,16,0.5498783338969605
flugpl,default and disjunctive,8,17,0.5501433495823274
flugpl,default and disjunctive,8,18,0.550339866588768
flugpl,default and disjunctive,8,19,0.5508381225143512
flugpl,default and disjunctive,8,20,0.5509095238126149
flugpl,default and disjunctive,8,21,0.5515486447702781
flugpl,default and disjunctive,8,22,0.5522221273728904
flugpl,default and disjunctive,8,23,0.5523738902265388
flugpl,default and disjunctive,8,24,0.5530394151384571
flugpl,default and disjunctive,8,25,0.5542855467265737
flugpl,default and disjunctive,8,26,0.5557115931631983
flugpl,default and disjunctive,8,27,0.5573532962108598
flugpl,default and disjunctive,8,28,0.5574490442286558
flugpl,default and disjunctive,8,29,0.5575512064226823
flugpl,default and disjunctive,8,30,0.5575631799165267
flugpl,default and disjunctive,8,31,0.5576037905359557
flugpl,default and disjunctive,8,32,0.5576425478252884
flugpl,default and disjunctive,8,33,0.5576591182818124
flugpl,default and disjunctive,8,34,0.5577269228836875
flugpl,default and disjunctive,8,35,0.5577369508504609
flugpl,default and disjunctive,8,36,0.5577798634822458
flugpl,default and disjunctive,8,37,0.5580390154162637
flugpl,default and disjunctive,8,38,0.5594695045416659
flugpl,default and disjunctive,8,39,0.5657046322692464
flugpl,default and disjunctive,8,40,0.5666267649514621
flugpl,default and disjunctive,8,41,0.5666918978627035
flugpl,default and disjunctive,8,42,0.5668351911621933
flugpl,default and disjunctive,8,43,0.5672878378228773
flugpl,default and disjunctive,8,44,0.5675629515479993
flugpl,default and disjunctive,8,45,0.5679793751845297
flugpl,default and disjunctive,8,46,0.5687406783056651
flugpl,default and disjunctive,8,47,0.5687488946973555
flugpl,default and disjunctive,8,48,0.5687538436298434
flugpl,default and disjunctive,8,49,0.5687732970549327
flugpl,default and disjunctive,8,50,0.56884890307517
flugpl,default and disjunctive,8,51,0.5689130868455861
flugpl,default and disjunctive,8,52,0.5689468660485476
flugpl,default and disjunctive,8,53,0.5689968917061834
flugpl,default and disjunctive,8,54,0.5689970595690719
flugpl,default and disjunctive,8,55,0.5690581749526327
flugpl,default and disjunctive,8,56,0.5690608699076618
flugpl,default and disjunctive,8,57,0.5690882349356615
flugpl,default and disjunctive,8,58,0.5691096946586647
flugpl,default and disjunctive,8,59,0.5691293872163916
flugpl,default and disjunctive,8,60,0.5691372072920918
flugpl,default and disjunctive,8,61,0.5691714392585747
flugpl,default and disjunctive,8,62,0.569285011980395
flugpl,default and disjunctive,8,63,0.5692939337137366
flugpl,default and disjunctive,8,64,0.5693108185689172
flugpl,default and disjunctive,8,65,0.5693312760459807
flugpl,default and disjunctive,8,66,0.5693404428295659
flugpl,default and disjunctive,8,67,0.5693508770607285
flugpl,default and disjunctive,8,68,0.5693525122611631
flugpl,default and disjunctive,8,69,0.5705389509808613
flugpl,default and disjunctive,8,70,0.5707202426180351
flugpl,default and disjunctive,8,71,0.5738522599695515
flugpl,default and disjunctive,8,72,0.5767165664096288
flugpl,default and disjunctive,8,73,0.5787259094480017
flugpl,default and disjunctive,8,74,0.5814301372291115
flugpl,default and disjunctive,8,75,0.5816063650416484
flugpl,default and disjunctive,8,76,0.5819859752508458
flugpl,default and disjunctive,8,77,0.5821844546308571
flugpl,default and disjunctive,8,78,0.5822074631524798
flugpl,default and disjunctive,8,79,0.5822207548760817
flugpl,default and disjunctive,8,80,0.582230287693076
flugpl,default and disjunctive,8,81,0.5823791751072396
flugpl,default and disjunctive,8,82,0.5824172598259284
flugpl,default and disjunctive,8,83,0.5824837030252158
flugpl,default and disjunctive,8,84,0.5825756162928118
flugpl,default and disjunctive,8,85,0.5826296539308267
flugpl,default and disjunctive,8,86,0.5827142156469352
flugpl,default and disjunctive,8,87,0.5828105786263055
flugpl,default and disjunctive,8,88,0.582836035019102
flugpl,default and disjunctive,8,89,0.5828759393836812
flugpl,default and disjunctive,8,90,0.5829395801424654
flugpl,default and disjunctive,8,91,0.5830142025162978
flugpl,default and disjunctive,8,92,0.5831016237332635
flugpl,default and disjunctive,8,93,0.5831052623737495
flugpl,default and disjunctive,8,94,0.5831466203762887
flugpl,default and disjunctive,8,95,0.583156078342616
flugpl,default and disjunctive,8,96,0.5831661170495788
flugpl,default and disjunctive,8,97,0.5877034470358089
flugpl,default and disjunctive,8,98,0.5896564730227981
flugpl,default and disjunctive,8,99,0.5995560177691075
flugpl,default and disjunctive,8,100,0.6004324685965859
flugpl,default,16,1,2.035572492843588e-14
flugpl,default,16,2,0.11738529807351955
flugpl,default,16,3,0.41393437530575405
flugpl,default,16,4,0.47226946090976424
flugpl,default,16,5,0.4994661749790359
flugpl,default,16,6,0.5244185968980069
flugpl,default,16,7,0.5261447231312777
flugpl,default,16,8,0.5379007306739088
flugpl,default,16,9,0.5396123456588592
flugpl,default,16,10,0.5413119118261497
flugpl,default,16,11,0.542609732395657
flugpl,default,16,12,0.5430187883551795
flugpl,default,16,13,0.5433398793574983
flugpl,default,16,14,0.5435916058413647
flugpl,default,16,15,0.5437159587247414
flugpl,default,16,16,0.5437308987262862
flugpl,default,16,17,0.5438182681527034
flugpl,default,16,18,0.543825888662661
flugpl,default,16,19,0.5438382922376153
flugpl,default,16,20,0.5440657032330868
flugpl,default,16,21,0.5443465710620206
flugpl,default,16,22,0.5447049106936788
flugpl,default,16,23,0.5447351024171612
flugpl,default,16,24,0.5447825217328457
flugpl,default,16,25,0.5448043681155715
flugpl,default,16,26,0.5448730993010482
flugpl,default,16,27,0.5451085289922697
flugpl,default,16,28,0.5451240642067735
flugpl,default,16,29,0.5451388074352861
flugpl,default,16,30,0.5451817081362141
flugpl,default,16,31,0.5452072833953573
flugpl,default,16,32,0.5452607376174785
flugpl,default,16,33,0.5452967883297692
flugpl,default,16,34,0.5453278860394855
flugpl,default,16,35,0.5453839641772117
flugpl,default,16,36,0.5454080827063262
flugpl,default,16,37,0.5454369376923818
flugpl,default,16,38,0.5454507894090806
flugpl,default,16,39,0.545457925972548
flugpl,default,16,40,0.5454757002705729
flugpl,default,16,41,0.5455010195990049
flugpl,default,16,42,0.5455144292166485
flugpl,default,16,43,0.54560797510892
flugpl,default,16,44,0.5457928109558428
flugpl,default,16,45,0.5460056936185629
flugpl,default,16,46,0.546162009004362
flugpl,default,16,47,0.5462865599510253
flugpl,default,16,48,0.5463434479500139
flugpl,default,16,49,0.5463683290063756
flugpl,default,16,50,0.5464678508527672
flugpl,default,16,51,0.5464940549861205
flugpl,default,16,52,0.5465136800876619
flugpl,default,16,53,0.5466142912763319
flugpl,default,16,54,0.5469891215337984
flugpl,default,16,55,0.5470727787483178
flugpl,default,16,56,0.5471224122723323
flugpl,default,16,57,0.5471665672372082
flugpl,default,16,58,0.5471840628511505
flugpl,default,16,59,0.5471888079843732
flugpl,default,16,60,0.5471980179381492
flugpl,default,16,61,0.5474092898034139
flugpl,default,16,62,0.5474538266394164
flugpl,default,16,63,0.5474744199956256
flugpl,default,16,64,0.5474807140883935
flugpl,default,16,65,0.5474873105592263
flugpl,default,16,66,0.5475467819294838
flugpl,default,16,67,0.5476602807754456
flugpl,default,16,68,0.5477785461289486
flugpl,default,16,69,0.5478353040688054
flugpl,default,16,70,0.5478432550913847
flugpl,default,16,71,0.5478455640965155
flugpl,default,16,72,0.5478459478982537
flugpl,default,16,73,0.5478473187425595
flugpl,default,16,74,0.5478478470319338
flugpl,default,16,75,0.5478521108192526
flugpl,default,16,76,0.5478663161028293
flugpl,default,16,77,0.5478679765080822
flugpl,default,16,78,0.5478709703704369
flugpl,default,16,79,0.5478992631396614
flugpl,default,16,80,0.5479040531016525
flugpl,default,16,81,0.5479106628297211
flugpl,default,16,82,0.5479429553883355
flugpl,default,16,83,0.5479652910582151
flugpl,default,16,84,0.5480267869639218
flugpl,default,16,85,0.5480304046063038
flugpl,default,16,86,0.5480436392703254
flugpl,default,16,87,0.5480598930004003
flugpl,default,16,88,0.5480648287437763
flugpl,default,16,89,0.5480654582538858
flugpl,default,16,90,0.5480717735092592
flugpl,default,16,91,0.5480748110617645
flugpl,default,16,92,0.5480920691246547
flugpl,default,16,93,0.5480961350760264
flugpl,default,16,94,0.5481067522871753
flugpl,default,16,95,0.5481081513423989
flugpl,default,16,96,0.5481085063461263
flugpl,default,16,97,0.5481092307695598
flugpl,default,16,98,0.5481094669593566
flugpl,default,16,99,0.5481095174494254
flugpl,default,16,100,0.5481123005216667
flugpl,disjunctive only,16,1,2.035572492843588e-14
flugpl,disjunctive only,16,2,0.049369038243384025
flugpl,disjunctive only,16,3,0.08389268553189565
flugpl,disjunctive only,16,4,0.08961526203580111
flugpl,disjunctive only,16,5,0.11821129463670572
flugpl,disjunctive only,16,6,0.12321752595580521
flugpl,disjunctive only,16,7,0.14621977567848332
flugpl,disjunctive only,16,8,0.1492153941900009
flugpl,disjunctive only,16,9,0.15819999329395165
flugpl,disjunctive only,16,10,0.15954407256055456
flugpl,disjunctive only,16,11,0.1627329322997968
flugpl,disjunctive only,16,12,0.16279921762107233
flugpl,disjunctive only,16,13,0.16289594499537874
flugpl,disjunctive only,16,14,0.16294423971457767
flugpl,disjunctive only,16,15,0.16606013842498277
flugpl,disjunctive only,16,16,0.1663868851003609
flugpl,disjunctive only,16,17,0.1664995572578848
flugpl,disjunctive only,16,18,0.1665363299391971
flugpl,disjunctive only,16,19,0.16661203590589446
flugpl,disjunctive only,16,20,0.16675864887663436
flugpl,disjunctive only,16,21,0.16676024059267405
flugpl,disjunctive only,16,22,0.16676546218414
flugpl,disjunctive only,16,23,0.1667719764859137
flugpl,disjunctive only,16,24,0.16677288138453428
flugpl,disjunctive only,16,25,0.16677317875205114
flugpl,disjunctive only,16,26,0.16677317875205114
flugpl,disjunctive only,16,27,0.16677317875205114
flugpl,disjunctive only,16,28,0.16677317875205114
flugpl,disjunctive only,16,29,0.16677317875205114
flugpl,disjunctive only,16,30,0.16677317875205114
flugpl,disjunctive only,16,31,0.16677317875205114
flugpl,disjunctive only,16,32,0.16677317875205114
flugpl,disjunctive only,16,33,0.16677317875205114
flugpl,disjunctive only,16,34,0.16677317875205114
flugpl,disjunctive only,16,35,0.16677317875205114
flugpl,disjunctive only,16,36,0.16677317875205114
flugpl,disjunctive only,16,37,0.16677317875205114
flugpl,disjunctive only,16,38,0.16677317875205114
flugpl,disjunctive only,16,39,0.16677317875205114
flugpl,disjunctive only,16,40,0.16677317875205114
flugpl,disjunctive only,16,41,0.16677317875205114
flugpl,disjunctive only,16,42,0.16677317875205114
flugpl,disjunctive only,16,43,0.16677317875205114
flugpl,disjunctive only,16,44,0.16677317875205114
flugpl,disjunctive only,16,45,0.16677317875205114
flugpl,disjunctive only,16,46,0.16677317875205114
flugpl,disjunctive only,16,47,0.16677317875205114
flugpl,disjunctive only,16,48,0.16677317875205114
flugpl,disjunctive only,16,49,0.16677317875205114
flugpl,disjunctive only,16,50,0.16677317875205114
flugpl,disjunctive only,16,51,0.16677317875205114
flugpl,disjunctive only,16,52,0.16677317875205114
flugpl,disjunctive only,16,53,0.16677317875205114
flugpl,disjunctive only,16,54,0.16677317875205114
flugpl,disjunctive only,16,55,0.16677317875205114
flugpl,disjunctive only,16,56,0.16677317875205114
flugpl,disjunctive only,16,57,0.16677317875205114
flugpl,disjunctive only,16,58,0.16677317875205114
flugpl,disjunctive only,16,59,0.16677317875205114
flugpl,disjunctive only,16,60,0.16677317875205114
flugpl,disjunctive only,16,61,0.16677317875205114
flugpl,disjunctive only,16,62,0.16677317875205114
flugpl,disjunctive only,16,63,0.16677317875205114
flugpl,disjunctive only,16,64,0.16677317875205114
flugpl,disjunctive only,16,65,0.16677317875205114
flugpl,disjunctive only,16,66,0.16677317875205114
flugpl,disjunctive only,16,67,0.16677317875205114
flugpl,disjunctive only,16,68,0.16677317875205114
flugpl,disjunctive only,16,69,0.16677317875205114
flugpl,disjunctive only,16,70,0.16677317875205114
flugpl,disjunctive only,16,71,0.16677317875205114
flugpl,disjunctive only,16,72,0.16677317875205114
flugpl,disjunctive only,16,73,0.16677317875205114
flugpl,disjunctive only,16,74,0.16677317875205114
flugpl,disjunctive only,16,75,0.16677317875205114
flugpl,disjunctive only,16,76,0.16677317875205114
flugpl,disjunctive only,16,77,0.16677317875205114
flugpl,disjunctive only,16,78,0.16677317875205114
flugpl,disjunctive only,16,79,0.16677317875205114
flugpl,disjunctive only,16,80,0.16677317875205114
flugpl,disjunctive only,16,81,0.16677317875205114
flugpl,disjunctive only,16,82,0.16677317875205114
flugpl,disjunctive only,16,83,0.16677317875205114
flugpl,disjunctive only,16,84,0.16677317875205114
flugpl,disjunctive only,16,85,0.16677317875205114
flugpl,disjunctive only,16,86,0.16677317875205114
flugpl,disjunctive only,16,87,0.16677317875205114
flugpl,disjunctive only,16,88,0.16677317875205114
flugpl,disjunctive only,16,89,0.16677317875205114
flugpl,disjunctive only,16,90,0.16677317875205114
flugpl,disjunctive only,16,91,0.16677317875205114
flugpl,disjunctive only,16,92,0.16677317875205114
flugpl,disjunctive only,16,93,0.16677317875205114
flugpl,disjunctive only,16,94,0.16677317875205114
flugpl,disjunctive only,16,95,0.16677317875205114
flugpl,disjunctive only,16,96,0.16677317875205114
flugpl,disjunctive only,16,97,0.16677317875205114
flugpl,disjunctive only,16,98,0.16677317875205114
flugpl,disjunctive only,16,99,0.16677317875205114
flugpl,disjunctive only,16,100,0.16677317875205114
flugpl,default and disjunctive,16,1,2.035572492843588e-14
flugpl,default and disjunctive,16,2,0.11738529807351955
flugpl,default and disjunctive,16,3,0.417056516106238
flugpl,default and disjunctive,16,4,0.4748811384321953
flugpl,default and disjunctive,16,5,0.49875087563704346
flugpl,default and disjunctive,16,6,0.5247709416712986
flugpl,default and disjunctive,16,7,0.5387407742853285
flugpl,default and disjunctive,16,8,0.5410545364461402
flugpl,default and disjunctive,16,9,0.5467418535201233
flugpl,default and disjunctive,16,10,0.5483946415006289
flugpl,default and disjunctive,16,11,0.5484253549912399
flugpl,default and disjunctive,16,12,0.5492427397842625
flugpl,default and disjunctive,16,13,0.55018810655033
flugpl,default and disjunctive,16,14,0.5510329077748095
flugpl,default and disjunctive,16,15,0.5511189796619983
flugpl,default and disjunctive,16,16,0.5514155652451684
flugpl,default and disjunctive,16,17,0.5515064757500066
flugpl,default and disjunctive,16,18,0.5515289962141987
flugpl,default and disjunctive,16,19,0.5515345044797967
flugpl,default and disjunctive,16,20,0.5515422167016656
flugpl,default and disjunctive,16,21,0.5515865654954846
flugpl,default and disjunctive,16,22,0.5515911450972888
flugpl,default and disjunctive,16,23,0.5515920984879483
flugpl,default and disjunctive,16,24,0.5516009282297318
flugpl,default and disjunctive,16,25,0.5516678319279534
flugpl,default and disjunctive,16,26,0.5518653232190722
flugpl,default and disjunctive,16,27,0.551993141679627
flugpl,default and disjunctive,16,28,0.5520032585764915
flugpl,default and disjunctive,16,29,0.552015073583077
flugpl,default and disjunctive,16,30,0.5520356798944159
flugpl,default and disjunctive,16,31,0.5520744624546823
flugpl,default and disjunctive,16,32,0.5521611340412046
flugpl,default and disjunctive,16,33,0.5522260556942188
flugpl,default and disjunctive,16,34,0.552274888625889
flugpl,default and disjunctive,16,35,0.5523272357870979
flugpl,default and disjunctive,16,36,0.5524016141785344
flugpl,default and disjunctive,16,37,0.5524575423127387
flugpl,default and disjunctive,16,38,0.5525165870773686
flugpl,default and disjunctive,16,39,0.5525837740089466
flugpl,default and disjunctive,16,40,0.5528653995759955
flugpl,default and disjunctive,16,41,0.5533522612911714
flugpl,default and disjunctive,16,42,0.5547804714579856
flugpl,default and disjunctive,16,43,0.5551871254058284
flugpl,default and disjunctive,16,44,0.555194581363444
flugpl,default and disjunctive,16,45,0.5552640950996601
flugpl,default and disjunctive,16,46,0.5578285293297697
flugpl,default and disjunctive,16,47,0.5583738996093627
flugpl,default and disjunctive,16,48,0.5587869829075909
flugpl,default and disjunctive,16,49,0.5589814927228407
flugpl,default and disjunctive,16,50,0.558988973942291
flugpl,default and disjunctive,16,51,0.559176376277424
flugpl,default and disjunctive,16,52,0.5597368605019565
flugpl,default and disjunctive,16,53,0.5599911724507323
flugpl,default and disjunctive,16,54,0.5620760152927695
flugpl,default and disjunctive,16,55,0.5623554934665296
flugpl,default and disjunctive,16,56,0.5624119847339797
flugpl,default and disjunctive,16,57,0.5631126128822039
flugpl,default and disjunctive,16,58,0.5631272231070952
flugpl,default and disjunctive,16,59,0.5631450310135957
flugpl,default and disjunctive,16,60,0.5631450310135957
flugpl,default and disjunctive,16,61,0.5631450310135957
flugpl,default and disjunctive,16,62,0.5631450310135957
flugpl,default and disjunctive,16,63,0.5631450310135957
flugpl,default and disjunctive,16,64,0.5631450310135957
flugpl,default and disjunctive,16,65,0.5631450310135957
flugpl,default and disjunctive,16,66,0.5631450310135957
flugpl,default and disjunctive,16,67,0.5631450310135957
flugpl,default and disjunctive,16,68,0.5631450310135957
flugpl,default and disjunctive,16,69,0.5631450310135957
flugpl,default and disjunctive,16,70,0.5631450310135957
flugpl,default and disjunctive,16,71,0.5631450310135957
flugpl,default and disjunctive,16,72,0.5631450310135957
flugpl,default and disjunctive,16,73,0.5631450310135957
flugpl,default and disjunctive,16,74,0.5631450310135957
flugpl,default and disjunctive,16,75,0.5631450310135957
flugpl,default and disjunctive,16,76,0.5631450310135957
flugpl,default and disjunctive,16,77,0.5631450310135957
flugpl,default and disjunctive,16,78,0.5631450310135957
flugpl,default and disjunctive,16,79,0.5631450310135957
flugpl,default and disjunctive,16,80,0.5631450310135957
flugpl,default and disjunctive,16,81,0.5631450310135957
flugpl,default and disjunctive,16,82,0.5631450310135957
flugpl,default and disjunctive,16,83,0.5631450310135957
flugpl,default and disjunctive,16,84,0.5631450310135957
flugpl,default and disjunctive,16,85,0.5631450310135957
flugpl,default and disjunctive,16,86,0.5631450310135957
flugpl,default and disjunctive,16,87,0.5631450310135957
flugpl,default and disjunctive,16,88,0.5631450310135957
flugpl,default and disjunctive,16,89,0.5631450310135957
flugpl,default and disjunctive,16,90,0.5631450310135957
