instance,disjunctive terms,restart,root gap closed
flugpl,8,0,2.035572492843588e-14
flugpl,8,1,0.08369167388544742
flugpl,8,2,0.13095511437151167
flugpl,16,0,2.035572492843588e-14
flugpl,16,1,0.0837066189072297
flugpl,16,2,0.16677317875205114
p0033,8,0,3.672038292703859e-13
p0033,8,1,0.0526508154168253
p0033,8,2,0.05267289092738087
bm23,8,0,0.0
bm23,8,1,0.15684276314548487
bm23,8,2,0.22849122852736156
bm23,16,0,0.0
bm23,16,1,0.2606012363619358
bm23,16,2,0.328809029643001
